,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
LIDC-IDRI-01_1,0.0,6.964200019836426,14.785442352294922,0.46261322498321533,0.0,0.0,0.16032814979553223,14.714896202087402,7.100949764251709,0.6524139642715454,0.16691049933433533,0.26342543959617615,0.36184367537498474,20.954843521118164,0.0,1.2278131246566772,33.31402587890625,29.344810485839844,6.9437360763549805,0.0,0.12962660193443298,0.0,0.02836751565337181,0.3430494964122772,0.7452045679092407,0.6627422571182251,5.739767074584961,0.0,22.849397659301758,0.0545501783490181,17.54421043395996,0.9121627807617188,8.843276977539062,0.0,0.0,0.3669781982898712,0.5449565649032593,10.622533798217773,0.0,0.0,0.0,0.2792540192604065,0.0,0.0,0.39732253551483154,0.37686607241630554,8.14852237701416,0.6444044709205627,0.0,0.0,0.6702232360839844,0.0,0.8360779285430908,0.41491934657096863,5.805384159088135,6.701527118682861,0.5153114795684814,0.8172619342803955,0.0,26.03461265563965,3.322826385498047,0.7128720879554749,9.535066604614258,0.6020966172218323,0.30464568734169006,0.0,0.6079085469245911,0.2615615427494049,0.5573732852935791,0.6384292244911194,0.751116931438446,0.4080047607421875,30.33772087097168,25.59217643737793,0.36046433448791504,0.0,0.408702552318573,0.0,14.147754669189453,0.0,0.6434093713760376,0.0,18.965492248535156,0.5552442073822021,0.6624157428741455,0.2545905113220215,0.0,0.0,28.747507095336914,14.368107795715332,0.0,2.5212907791137695,0.0,14.176886558532715,7.814958572387695,0.0,0.6527988910675049,9.04520034790039,0.0,0.0,0.07480064034461975,0.20019784569740295,0.0,0.2461845874786377,0.2451576143503189,0.6866381168365479,0.4669446349143982,14.22882080078125,0.0,0.0,0.12954561412334442,0.0,2.6087546348571777,5.968256950378418,10.497148513793945,0.3293423354625702,0.0,1.1731674671173096,2.62111234664917,0.19494986534118652
LIDC-IDRI-01_2,0.0,4.69434118270874,9.666589736938477,0.2919873595237732,0.0,0.0,0.026868274435400963,9.454160690307617,4.421081066131592,0.35365602374076843,0.0,0.09297451376914978,0.22844243049621582,13.514457702636719,0.0,0.8169658780097961,21.79776954650879,18.938302993774414,4.585193157196045,0.0,0.0,0.0,0.0,0.040275704115629196,0.26522594690322876,0.4192785322666168,3.6978378295898438,0.0,15.093896865844727,0.09270889312028885,11.336194038391113,0.5116671323776245,5.874224662780762,0.0,0.0,0.041733819991350174,0.17647317051887512,6.9118218421936035,0.0,0.0,0.0,0.004076692275702953,0.0,0.0,0.19439752399921417,0.08803161233663559,5.4169511795043945,0.30293411016464233,0.0,0.0,0.44898930191993713,0.0,0.3917129635810852,0.25876912474632263,3.721588611602783,4.434985637664795,0.29902565479278564,0.4584363102912903,0.0,16.84943962097168,2.265038251876831,0.322150319814682,6.2911529541015625,0.22367417812347412,0.18377313017845154,0.0,0.1735379993915558,0.08296748250722885,0.2446240931749344,0.24111714959144592,0.3582649827003479,0.0989353209733963,19.43157386779785,16.570222854614258,0.19149260222911835,0.0,0.19790928065776825,0.0,9.35129451751709,0.0,0.1839100420475006,0.0,12.296552658081055,0.2460041493177414,0.4109261631965637,0.10232994705438614,0.0,0.0,18.613412857055664,9.30174732208252,0.0,1.9112615585327148,0.0,9.151753425598145,5.304560661315918,0.0,0.33032113313674927,5.867140769958496,0.0,0.0,0.10276768356561661,0.0,0.0,0.12262339890003204,0.0806124359369278,0.3680260181427002,0.3021453022956848,9.262198448181152,0.0,0.0,0.0,0.0,1.6375610828399658,3.9955153465270996,7.003791809082031,0.15829631686210632,0.0,0.794406533241272,1.7730613946914673,0.2712448239326477
LIDC-IDRI-01_3,0.0,4.385757923126221,9.148210525512695,0.7287992835044861,0.0,0.0,0.24398624897003174,8.898917198181152,4.194344520568848,1.0087350606918335,0.2146161049604416,0.40422090888023376,0.5753992795944214,12.773893356323242,0.0,0.7950643301010132,20.5062198638916,17.910877227783203,4.237637519836426,0.0,0.19013884663581848,0.0,0.041676558554172516,0.5181476473808289,1.1360024213790894,1.027086853981018,3.4287688732147217,0.0,14.187643051147461,0.0408119261264801,10.647029876708984,1.3977875709533691,5.447984218597412,0.0,0.0,0.5253075361251831,0.8256849050521851,6.466597557067871,0.0,0.0,0.0,0.38989728689193726,0.0,0.0,0.6074084043502808,0.5663870573043823,5.140427589416504,0.999793529510498,0.0,0.0,0.3420419991016388,0.0,1.2896032333374023,0.6669878959655762,3.4972126483917236,4.195404052734375,0.8072638511657715,1.289089322090149,0.0,15.956275939941406,2.115884304046631,1.0743732452392578,5.932366371154785,0.9397732615470886,0.47526150941848755,0.0,0.9034633636474609,0.36910611391067505,0.8269556164741516,0.9677034616470337,1.1395429372787476,0.596368134021759,18.31098747253418,15.659032821655273,0.20448271930217743,0.0,0.6272579431533813,0.0,8.755460739135742,0.0,0.9542446136474609,0.0,11.604226112365723,0.8389281034469604,1.0425597429275513,0.3903668224811554,0.0,0.0,17.62017059326172,8.761474609375,0.0,1.7238378524780273,0.0,8.535268783569336,4.814715385437012,0.0,0.9718995094299316,5.4081950187683105,0.0,0.0,0.1266959011554718,0.2832277715206146,0.0,0.3416132628917694,0.3912965953350067,1.064928412437439,0.7340283393859863,8.748173713684082,0.0,0.0,0.17657475173473358,0.0,1.6498174667358398,3.659520387649536,6.588770866394043,0.5167840719223022,0.0,0.6872357726097107,1.5441138744354248,0.14326760172843933
LIDC-IDRI-02_1,0.0,3.532183885574341,7.028764247894287,0.45266392827033997,0.0,0.0,0.13043294847011566,6.872786045074463,3.0840156078338623,0.6587991714477539,0.11625997722148895,0.27442800998687744,0.4099291265010834,9.977100372314453,0.0,0.45661816000938416,15.930196762084961,13.685227394104004,3.4334657192230225,0.0,0.11376403272151947,0.0,0.03827952593564987,0.32161596417427063,0.6497377753257751,0.6531561613082886,2.69586443901062,0.0,11.1582670211792,0.33968865871429443,8.316102981567383,0.9315146803855896,4.436831474304199,0.0,0.0,0.31500115990638733,0.4750135838985443,5.134504795074463,0.0,0.025234829634428024,0.0,0.18625451624393463,0.0,0.02987983077764511,0.38064977526664734,0.35571643710136414,4.253541946411133,0.6233107447624207,0.0,0.0,0.5110684037208557,0.0,0.8246699571609497,0.4725765287876129,2.796271800994873,2.9888272285461426,0.5019032955169678,0.7695595026016235,0.0,12.211518287658691,1.6958973407745361,0.6499290466308594,4.903309345245361,0.549575924873352,0.32394981384277344,0.0,0.5097578763961792,0.25230956077575684,0.5039778351783752,0.5312070846557617,0.6652424335479736,0.3623586893081665,13.770962715148926,12.039628982543945,0.11916901916265488,0.0,0.3880366086959839,0.0,7.14159631729126,0.0,0.5329581499099731,0.0,8.893278121948242,0.499593585729599,0.693257212638855,0.27164414525032043,0.0,0.0,13.536075592041016,6.883704662322998,0.0,1.5797683000564575,0.0,6.539867877960205,3.9612221717834473,0.0,0.631952702999115,4.314127445220947,0.0,0.0,0.08843126147985458,0.17374390363693237,0.0,0.19403120875358582,0.23202379047870636,0.6596433520317078,0.5078763365745544,6.848333835601807,0.0,0.0,0.08981639891862869,0.0,1.4939535856246948,3.030815362930298,5.281078815460205,0.34588590264320374,0.0,0.7586966753005981,1.4139455556869507,0.5561311841011047
LIDC-IDRI-03_1,0.0,0.9173782467842102,1.4670970439910889,0.7728768587112427,0.0,0.0,0.18247267603874207,1.1039841175079346,0.2317822426557541,1.0592594146728516,0.10428564250469208,0.4178049564361572,0.6918293237686157,1.8634659051895142,0.0,0.09897934645414352,3.5381436347961426,2.607707977294922,0.6680558323860168,0.0,0.040091145783662796,0.0,0.013902383856475353,0.3581438958644867,1.0257065296173096,1.123278260231018,0.5157428979873657,0.0,2.5678000450134277,0.18678459525108337,1.615185022354126,1.4935261011123657,0.9908493757247925,0.0,0.0,0.35013294219970703,0.6523940563201904,0.9509251713752747,0.0,0.0,0.0,0.3165057599544525,0.0,0.0,0.6324172019958496,0.5070191621780396,1.266290545463562,0.9507719278335571,0.0,0.0,0.07987567037343979,0.0,1.3348331451416016,0.7354205846786499,0.4719718098640442,0.4827004373073578,0.8747783899307251,1.2648427486419678,0.0,2.253042221069336,0.477814257144928,1.1027028560638428,1.2217990159988403,0.8302486538887024,0.5427507758140564,0.0,0.6973851919174194,0.32439255714416504,0.7778534889221191,0.9156249761581421,1.1725612878799438,0.4462321400642395,2.1089580059051514,2.309293270111084,0.0,0.0,0.6772779822349548,0.0,1.7197036743164062,0.0,0.8144518136978149,0.0,1.706677794456482,0.8143383860588074,1.1417949199676514,0.3742426037788391,0.0,0.0,2.584956407546997,1.471218466758728,0.0,0.6596530675888062,0.0,0.9788233637809753,0.8793150186538696,0.027837103232741356,1.0429867506027222,0.620564341545105,0.0,0.0,0.19394735991954803,0.1821439266204834,0.0,0.41557198762893677,0.3171114921569824,1.0761901140213013,0.8682525753974915,1.4240455627441406,0.0,0.0,0.12452640384435654,0.0,0.5529541969299316,0.5395582318305969,1.3099387884140015,0.5473061800003052,0.0,0.14561668038368225,0.36471468210220337,0.4249551296234131
LIDC-IDRI-03_2,0.0,1.0058830976486206,1.5370720624923706,0.7801687717437744,0.0,0.0,0.24625015258789062,1.2009927034378052,0.27769753336906433,1.0829057693481445,0.15381622314453125,0.434795618057251,0.6466506719589233,1.9903408288955688,0.0,0.2489992082118988,3.867323637008667,2.9816043376922607,0.5931533575057983,0.0,0.17244932055473328,0.0,0.06069517135620117,0.5211495757102966,1.000543236732483,1.0677807331085205,0.6516483426094055,0.0,2.929530620574951,0.2004745751619339,1.8993704319000244,1.5295054912567139,1.1641589403152466,0.0,0.0,0.47738465666770935,0.8434656858444214,0.9486340284347534,0.0,0.0,0.0,0.40884360671043396,0.0,0.0005853381007909775,0.6905493140220642,0.526704728603363,1.4742846488952637,1.0266273021697998,0.0,0.0,0.12405592203140259,0.0,1.3104288578033447,0.7296931147575378,0.5661406517028809,0.3354882597923279,0.7945801019668579,1.2559260129928589,0.0,2.419961452484131,0.6746069192886353,1.148149013519287,1.5032767057418823,0.8478196263313293,0.545009970664978,0.0,0.8540225028991699,0.4595769941806793,0.925042986869812,0.877596378326416,1.1042264699935913,0.6640459299087524,2.247164249420166,2.5801124572753906,0.0,0.0,0.7158360481262207,0.0,2.0113158226013184,0.0,0.7967721223831177,0.0,1.8360916376113892,0.9574511647224426,1.1544523239135742,0.463900625705719,0.0,0.0,2.8210155963897705,1.6764475107192993,0.0,0.6953787803649902,0.0,0.9945441484451294,0.8999153971672058,0.021628597751259804,1.0982539653778076,0.747321605682373,0.0,0.0,0.29710954427719116,0.2872632145881653,0.0,0.4912377893924713,0.42080751061439514,1.1701915264129639,0.8077335357666016,1.5644681453704834,0.0,0.0,0.05961679667234421,0.0,0.6923007369041443,0.7113476991653442,1.311576008796692,0.5930232405662537,0.0,0.1950381100177765,0.43582621216773987,0.5595585107803345
LIDC-IDRI-03_3,0.0,0.4199911653995514,0.6093015074729919,0.348949670791626,0.0,0.0,0.0,0.29744887351989746,0.10720881819725037,0.6909851431846619,0.0,0.13325120508670807,0.3696354627609253,0.7757726907730103,0.0,0.0035159410908818245,1.8937065601348877,1.2719659805297852,0.21216672658920288,0.0,0.0,0.0,0.0,0.06527967751026154,0.2475983202457428,0.5805855393409729,0.33416593074798584,0.0,1.3930890560150146,0.03063124045729637,0.8079776763916016,0.9539373517036438,0.459636926651001,0.0,0.0,0.01789427176117897,0.3330671787261963,0.2859252989292145,0.0,0.0,0.0,0.04583360254764557,0.0,0.0037829605862498283,0.3320349454879761,0.04092058166861534,0.5642019510269165,0.4580848217010498,0.0,0.0,0.0657905861735344,0.0,0.5208324193954468,0.42166268825531006,0.19510988891124725,0.05256348103284836,0.4004160761833191,0.6121726036071777,0.0,0.9331262707710266,0.25678086280822754,0.6121252179145813,0.5899454355239868,0.15200036764144897,0.27258849143981934,0.0,0.21004799008369446,0.19820353388786316,0.4591989517211914,0.2124684751033783,0.5087348222732544,0.2512090802192688,0.8776067495346069,1.0584105253219604,0.0,0.0,0.30666545033454895,0.0,1.0549843311309814,0.0,0.13709765672683716,0.0,0.709783136844635,0.4452550411224365,0.5757811069488525,0.08051610738039017,0.0,0.0,1.0729740858078003,0.6274011135101318,0.008799470961093903,0.29274076223373413,0.0,0.39359593391418457,0.33458736538887024,0.0,0.6055434942245483,0.2875085473060608,0.0,0.0,0.3149348497390747,0.0,0.0,0.3013532757759094,0.12183454632759094,0.5698025226593018,0.4019942283630371,0.7223641872406006,0.0,0.0,0.0,0.0,0.41307511925697327,0.17082656919956207,0.5323373675346375,0.2632201313972473,0.0,0.0765376091003418,0.19115465879440308,0.19399575889110565
LIDC-IDRI-03_4,0.0,0.46890363097190857,0.8226352334022522,0.5938527584075928,0.0,0.0,0.12186083197593689,0.44391068816185,0.12733830511569977,0.8910326361656189,0.08490576595067978,0.4018167555332184,0.4885832369327545,1.0053846836090088,0.0,0.03149369731545448,2.176914930343628,1.5501552820205688,0.28060492873191833,0.0,0.01618386246263981,0.0,0.023413777351379395,0.3503384590148926,0.7520244121551514,0.8504838347434998,0.32216182351112366,0.0,1.602645754814148,0.08899252861738205,1.0394843816757202,1.2313401699066162,0.4966095983982086,0.0,0.0,0.2655397951602936,0.5850629210472107,0.4054759740829468,0.0,0.0,0.0,0.23712532222270966,0.0,0.0,0.5209940075874329,0.2878623306751251,0.6560996174812317,0.7201316952705383,0.0,0.0,0.09372655302286148,0.0,0.9244406819343567,0.5845194458961487,0.2302660495042801,0.11953385919332504,0.6284148693084717,0.9204750657081604,0.0,1.2064815759658813,0.2779662311077118,0.89769047498703,0.6800578236579895,0.5924294590950012,0.39855507016181946,0.0,0.5575993061065674,0.3223831355571747,0.7453560829162598,0.6589266061782837,0.8413264155387878,0.5350764393806458,1.0456327199935913,1.4317283630371094,0.0,0.0,0.4960549771785736,0.0,1.2088505029678345,0.0,0.5397782921791077,0.0,0.8853233456611633,0.6638557314872742,0.8611667156219482,0.2706334888935089,0.0,0.0,1.3822208642959595,0.8396589159965515,0.004885723348706961,0.3404863774776459,0.0,0.44107237458229065,0.4353887736797333,0.0,0.7914397120475769,0.3800494372844696,0.0,0.0,0.3498477041721344,0.13211585581302643,0.0,0.34713611006736755,0.2836615741252899,0.8648173213005066,0.628424346446991,0.8850398659706116,0.0,0.0,0.0,0.0,0.41654977202415466,0.2531444728374481,0.5957285761833191,0.4341278374195099,0.0,0.0809301808476448,0.21897347271442413,0.23625707626342773
LIDC-IDRI-03_5,0.0,0.7355198264122009,1.1173274517059326,0.742504894733429,0.0,0.0,0.16790902614593506,0.8987277150154114,0.19442522525787354,1.0485894680023193,0.10039635747671127,0.3488750755786896,0.6442746520042419,1.4996978044509888,0.0,0.14591072499752045,3.116222620010376,2.2571194171905518,0.41512325406074524,0.0,0.11011765897274017,0.0,0.020176837220788002,0.3979523479938507,0.8158526420593262,1.0564944744110107,0.5136796832084656,0.0,2.2777035236358643,0.13957153260707855,1.4362962245941162,1.4500991106033325,0.9028703570365906,0.0,0.0,0.3496071398258209,0.7563267946243286,0.7069664597511292,0.0,0.01222445722669363,0.0,0.31249698996543884,0.0,0.009264090098440647,0.6200914978981018,0.3605974316596985,1.1105324029922485,0.9410201907157898,0.0,0.0,0.10414725542068481,0.0,1.1603559255599976,0.6965325474739075,0.42613792419433594,0.21259526908397675,0.7289146780967712,1.182804822921753,0.0,1.7958468198776245,0.48407885432243347,1.0905945301055908,1.1389968395233154,0.7115870714187622,0.5257072448730469,0.0,0.7013012766838074,0.4431624412536621,0.8673437237739563,0.7024043202400208,0.9944091439247131,0.5704383254051208,1.7021348476409912,1.9173012971878052,0.0,0.0,0.6488638520240784,0.0,1.5335890054702759,0.0,0.604409396648407,0.0,1.3454803228378296,0.8745227456092834,1.099195957183838,0.3616795539855957,0.0,0.0,2.0798237323760986,1.2650798559188843,0.0,0.44230249524116516,0.0,0.7297998070716858,0.643571674823761,0.006739582400768995,1.0549544095993042,0.5541383028030396,0.0,0.0,0.353868693113327,0.18307994306087494,0.0,0.49069663882255554,0.3799028992652893,1.1003526449203491,0.7734837532043457,1.1671082973480225,0.0,0.0,0.023812012746930122,0.0,0.5546582341194153,0.4952351450920105,0.9609927535057068,0.5273963212966919,0.0,0.16281069815158844,0.3318076431751251,0.4464893937110901
LIDC-IDRI-03_6,0.0,3.7470033168792725,6.775625228881836,0.0,0.0,0.0,0.0,6.600942611694336,2.3290069103240967,0.0,0.0,0.0,0.0,9.593250274658203,0.0,0.37086233496665955,14.800408363342285,13.14790153503418,3.796666383743286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7772152423858643,0.0,10.656661987304688,0.7577041387557983,8.076488494873047,0.0,4.775959014892578,0.0,0.0,0.0,0.0,5.255990982055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.565191745758057,0.0,0.0,0.0,0.6613008975982666,0.0,0.0,0.0,2.9741969108581543,2.7936840057373047,0.0,0.0,0.0,11.565997123718262,1.7666841745376587,0.0,4.997087478637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.803424835205078,11.452556610107422,0.10728231817483902,0.0,0.0,0.0,7.37686824798584,0.0,0.0,0.0,8.671152114868164,0.0,0.0,0.0,0.0,0.0,12.840216636657715,6.878785610198975,0.0,1.9609131813049316,0.0,6.234047889709473,4.518405914306641,0.00420118123292923,0.0,4.084601402282715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.497652530670166,0.0,0.0,0.0,0.0,1.612424612045288,3.1367828845977783,5.597738265991211,0.0,0.0,0.9700806736946106,1.7291814088821411,1.023913860321045
